1,2
2,2
15,2
28,2
52,2
59,2
62,2
69,3
80,2
96,2
99,2
100,2
109,2
117,2
119,2
125,2
132,2
133,2
145,1
147,1
153,2
156,2
164,2
170,2
174,3
186,2
189,2
203,1
205,1
206,1
211,1
220,2
225,2
237,2
243,2
245,2
263,0
267,0
273,2
278,1
284,2
298,2
301,2
333,2
335,2
339,2
341,2
344,2
349,2
351,2
352,2
353,2
356,2
359,2
372,2
376,2
379,2
380,2
389,2
391,2
413,2
418,2
424,2
425,2
427,2
436,2
438,2
452,3
453,3
458,3
459,2
460,2
461,2
467,2
471,2
472,2
480,2
483,2
492,2
500,2
505,2
506,2
508,2
510,2
513,2
524,2
541,2
543,2
547,2
555,2
571,2
578,2
583,2
589,2
595,2
596,2
604,2
608,2
620,2
626,2
628,2
632,2
638,2
640,2
642,2
651,2
668,2
670,2
677,2
678,2
679,2
680,2
683,2
685,2
686,2
697,2
699,2
710,2
719,2
722,2
725,2
728,2
730,2
731,2
733,2
734,2
737,2
744,2
748,3
753,2
758,2
763,2
765,2
775,2
784,2
785,2
789,2
792,2
797,2
806,2
808,2
817,3
822,2
831,2
832,2
837,2
839,2
840,2
849,2
853,1
866,1
877,2
884,2
912,2
914,2
917,1
918,1
931,2
934,2
952,2
953,2
957,2
967,2
973,2
976,1
982,1
983,1
996,1
999,1
1008,1
1013,2
1016,1
1017,1
1027,1
1030,2
1035,2
1061,2
1069,2
1081,2
1086,2
1091,2
1102,2
1103,2
1128,1
1134,1
1137,3
1145,2
1154,2
1159,2
1169,2
1179,2
1227,2
1249,2
1256,2
1263,2
1269,2
1285,2
1288,2
1302,1
1306,3
1322,3
1330,2
1341,2
1343,2
1344,2
1346,2
1348,2
1359,2
1368,1
1370,2
1381,2
1383,2
1385,2
1416,2
1419,2
1424,2
1430,2
1433,2
1437,2
1453,2
1455,2
1457,2
1460,2
1465,2
1471,2
1472,2
1477,2
1478,0
1481,2
1483,2
1488,2
1491,2
1495,2
1498,2
1504,1
1505,1
1522,3
1524,2
1534,2
1544,2
1545,2
1551,2
1554,2
1556,2
1557,2
1560,2
1561,2
1564,2
1604,2
